Dissolved oxygen,pH,Conductivity,Nitrate,Fecal coliform,Total coliform,Biological oxygen demand,WQI
6.6,4.04,13.0,0.12,0.0,578.0,2.0,4.95861102586291
7.48,4.84,6.02,0.02,63.0,93.0,1.0,7.032949984878922
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-51.26002435024099
5.8,5.14,3.35,0.03,10.0,218.0,1.0,19.177705441532595
5.59,5.29,1.0,0.1,20.0,2613.0,1.0,23.550018852430608
7.9,5.4,3.0,0.02,10.0,471.0,1.0,13.642408759266903
7.41,4.89,5.7,0.02,108.0,1918.0,1.0,9.637240263397377
8.0,5.8,3.0,0.02,10.0,1872.0,1.0,20.414198137228922
9.2,6.1,66.61,0.23,0.02,2.8,0.1,11.28380738398977
7.4,4.26,10.0,0.19,63.0,2481.0,2.0,6.750758855751098
5.74,4.77,5.0,0.1,52.0,2143.0,2.0,23.25985013645302
5.62,4.84,4.0,0.1,10.0,959.0,1.0,15.008324787550306
6.21,5.4,3.95,0.1,10.0,246.0,1.0,21.73204621437883
7.39,5.36,4.48,0.02,20.0,959.0,1.0,15.731327394747824
7.85,3.62,2.58,0.09,10.0,663.0,1.0,-16.962623385035677
7.71,5.44,2.58,0.02,10.0,546.0,1.0,15.26727462037997
7.75,5.36,3.06,0.03,10.0,717.0,1.0,13.725311702789547
7.0,5.0,4.52,0.03,160.0,631.0,1.0,14.385793358354382
8.26,5.73,1.88,0.1,41.0,228.0,1.0,18.279070961443225
8.18,5.35,2.14,0.03,10.0,884.0,1.0,11.519793374705262
7.11,5.73,3.42,0.1,52.0,1551.0,1.0,24.34820226785377
7.75,5.98,2.51,0.1,10.0,175.0,1.0,24.374291595882713
5.35,5.25,3.0,0.2,31.0,1014.0,1.0,23.911300131533793
7.86,5.96,2.0,0.1,10.0,529.0,1.0,23.57617542598946
8.8,5.71,2.0,0.02,3.0,261.0,1.0,14.49166058050393
6.67,5.14,4.62,0.09,148.0,1439.0,1.0,18.32322295940956
6.78,3.27,4.66,0.02,10.0,1234.0,1.0,-17.770732916120245
8.36,5.03,7.71,0.1,20.0,1039.0,1.0,5.364043037276113
7.6,4.81,3.0,0.02,9.0,131.0,1.0,4.747630477266955
7.32,4.95,7.15,0.02,20.0,252.0,1.0,8.795814198954767
8.36,5.74,3.33,0.1,1.0,435.0,1.0,17.132467389277963
8.02,5.37,4.76,0.09,63.0,1354.0,2.0,22.772857055532636
7.8,5.44,4.0,0.02,10.0,504.0,1.0,14.825310135759866
8.18,6.01,5.76,0.04,20.0,1376.0,1.0,23.307552885749523
7.67,5.45,2.55,0.1,10.0,354.0,1.0,15.599528920173594
8.2,4.8,2.0,0.02,7.0,194.0,1.0,1.6569596633450618
6.86,5.31,4.99,0.1,20.0,624.0,1.0,17.347986677033393
7.31,5.55,3.52,0.1,10.0,226.0,1.0,19.03906217976023
7.1,5.14,4.8,0.04,31.0,2613.0,1.0,13.919662398945942
8.4,5.13,6.72,0.1,216.0,1842.0,1.0,11.422339802693724
6.46,5.15,5.0,0.1,10.0,596.0,1.0,16.26772792993884
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-51.26002435024099
7.4,5.36,175.4,0.25,2.0,2.0,2.0,23.9881641631645
8.0,5.44,14.0,0.02,26.0,2419.0,1.0,14.643216304319877
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-51.26002435024099
7.04,5.55,3.1,0.02,120.0,3654.0,1.0,23.522137240244533
7.09,5.3,3.64,0.09,10.0,471.0,2.0,24.663464712274735
6.67,5.21,2.0,0.1,30.0,663.0,1.0,16.755626765755828
5.84,4.84,6.0,0.1,10.0,3448.0,1.0,14.501185047856387
6.64,5.14,3.81,0.03,20.0,2481.0,1.0,15.858734625346724
7.3,5.24,3.68,0.02,10.0,328.0,1.0,13.720338078164504
5.04,4.82,6.82,0.02,63.0,24196.0,1.0,23.75872754492441
8.51,5.36,2.32,0.1,52.0,640.0,1.0,10.988920505630857
7.3,5.24,3.7,0.02,10.0,780.0,1.0,13.820371432712063
8.29,5.86,2.58,0.1,10.0,529.0,1.0,19.771893067588135
7.12,5.44,4.56,0.1,86.0,785.0,1.0,19.84970011331024
7.77,5.3,2.18,0.03,10.0,565.0,1.0,12.553834644338897
8.2,5.62,4.0,0.03,4.0,21.0,1.0,15.78663531070036
7.4,5.31,12.0,0.02,31.0,629.0,1.0,14.987430858116795
6.85,4.83,13.0,0.1,74.0,1789.0,1.0,10.5193176761731
6.78,4.9,13.0,0.1,41.0,1515.0,1.0,11.280142842449024
6.7,5.6,5.0,0.02,25.0,1733.0,1.0,23.498628887457834
6.95,5.53,3.25,0.09,10.0,7270.0,1.0,21.981561657300546
6.4,5.28,3.45,0.02,41.0,474.0,1.0,19.462760363037162
6.87,5.18,4.57,0.04,148.0,1017.0,1.0,17.95645482257473
7.98,5.6,3.0,0.1,10.0,2894.0,1.0,17.273912589286997
7.28,5.23,4.0,0.1,10.0,354.0,1.0,13.657553340220282
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-51.26002435024099
7.81,5.49,2.57,0.1,10.0,1650.0,1.0,15.907095001646283
7.65,5.27,3.11,0.03,10.0,512.0,1.0,12.5989106174681
8.63,5.74,3.38,0.1,10.0,1236.0,1.0,16.209962719842537
4.55,4.96,4.0,0.2,31.0,1789.0,1.0,22.898220932878083
7.2,3.87,6.0,0.02,98.0,1510.0,3.0,10.336008142461202
7.66,5.73,5.55,0.02,1.0,88.4,1.0,20.24159473989237
7.38,5.57,3.66,0.1,41.0,384.0,1.0,19.770474661019605
8.3,5.67,4.0,0.02,10.0,473.0,1.0,16.40511446597729
8.9,6.02,3.8,0.02,63.0,3873.0,1.0,21.518828343099134
7.4,5.13,175.4,0.25,2.0,2.0,2.0,19.9960327121115
8.9,7.1,56.6,0.63,23.0,140.0,2.0,47.48361989726613
7.76,7.01,10.81,0.1,20.0,833.0,1.0,42.57274541217926
5.87,6.32,11.75,0.1,110.0,4611.0,1.0,42.51703227839381
7.1,6.9,22.15,0.12,350.0,1600.0,0.2,44.23441881303478
8.13,7.21,29.1,0.1,63.0,2046.0,1.0,45.4882094194793
7.21,6.78,6.6,0.1,10.0,1198.0,1.0,41.08516831209676
7.27,6.01,11.4,0.02,862.0,12996.0,1.0,48.88981240224406
6.1,4.2,72.8,0.01,1100.0,2200.0,2.0,34.84470187165925
7.3,6.37,8.0,0.11,148.0,3448.0,1.0,37.0890909131564
7.45,7.08,39.3,0.1,74.0,3255.0,1.0,47.016467823834176
7.39,6.15,5.5,0.09,41.0,1723.0,1.0,30.085118399273522
6.5,6.6,6.7,0.02,50.0,345.0,1.0,42.06437392810865
7.54,6.65,1.8,0.1,1.0,213.0,1.0,36.822919851595465
7.8,6.02,10.0,0.03,10.0,1723.0,1.0,25.164613184179718
7.21,6.56,10.31,0.1,52.0,1789.0,1.0,38.32769120899562
7.26,6.42,11.36,0.02,10.0,1374.0,1.0,34.627327950677916
7.9,6.7,68.0,0.41,83.0,106.0,2.0,46.65048945046493
7.88,6.53,7.89,0.1,185.0,4352.0,1.0,38.093645963581416
5.7,6.24,5.4,0.02,249.0,1120.0,1.0,44.23971769288734
7.2,6.6,10.0,0.02,10.0,836.0,1.0,37.920898792773635
5.19,5.45,3.0,0.1,20.0,1134.0,2.0,36.77678028295696
6.1,6.5,27.3,0.14,2.3,8.0,2.0,49.992634529351655
6.84,5.76,4.65,0.09,132.0,1187.0,1.0,27.856915691692738
6.68,6.65,73.0,0.1,97.0,7701.0,1.0,44.757704019914
7.7,7.23,48.0,0.06,86.0,2310.0,1.0,48.47128461775825
5.12,6.39,14.26,0.1,10.0,5794.0,1.0,45.38955635758743
7.43,6.72,19.47,0.05,63.0,2613.0,1.0,40.468770490104504
7.51,6.81,9.06,0.03,52.0,1670.0,1.0,41.189422830950306
8.1,7.04,8.0,0.11,31.0,1019.0,1.0,41.742807406419836
6.39,5.89,4.45,0.09,41.0,5172.0,1.0,31.146249078690516
6.6,5.47,6.0,0.02,175.0,3654.0,1.0,25.46818844492742
7.4,6.74,22.9,0.05,85.0,5172.0,1.0,42.014180115618935
7.5,6.85,9.05,0.04,10.0,2359.0,1.0,41.1559119178526
7.06,6.86,14.62,0.09,63.0,1723.0,1.0,44.48514740825897
5.03,5.27,28.0,0.1,122.0,24192.0,2.0,41.787878571899725
5.08,5.74,1.0,0.1,20.0,554.0,1.0,33.35862413452111
6.83,6.21,8.3,0.02,379.0,6867.0,1.0,42.432058064228514
7.3,6.32,6.0,0.11,31.0,1354.0,1.0,33.168140901585005
8.4,6.6,42.4,0.22,2.0,7.0,2.0,40.66842101460455
6.08,6.57,33.0,0.02,97.0,5012.0,1.0,45.643018081283756
7.1,6.21,7.5,0.07,122.0,2014.0,1.0,34.37692455855406
6.74,6.22,8.42,0.02,30.0,337.0,1.0,33.870058796245054
7.18,6.43,11.45,0.02,10.0,1860.0,1.0,35.29334670577183
7.92,6.54,14.06,0.1,10.0,1529.0,1.0,33.57860536496294
6.64,6.14,5.1,0.02,336.0,6867.0,1.0,41.17882808525827
7.7,6.75,8.0,0.09,20.0,987.0,1.0,38.380923108076836
7.09,6.09,20.7,0.08,109.0,4884.0,1.0,32.693642368552865
9.6,7.2,55.3,0.32,0.0,2.1,0.7,33.77024236343797
6.88,6.6,10.97,0.1,146.0,2187.0,1.0,42.77805523880957
7.73,6.36,12.54,0.09,132.0,1107.0,1.0,33.9734827171146
8.2,6.7,14.8,0.09,70.0,140.0,2.0,44.880295246671984
6.08,6.59,14.13,0.02,62.0,548.0,1.0,44.2235273528644
7.32,6.33,9.4,0.1,98.0,1935.0,1.0,34.85645944086122
7.8,6.29,2.62,0.02,10.0,759.0,1.0,29.634966262813794
7.9,6.78,20.0,0.09,97.0,5172.0,1.0,40.57229028103399
7.69,6.8,9.81,0.07,41.0,987.0,1.0,39.759838128405036
6.6,5.9,56.74,0.18,2.0,50.0,3.32,48.871249236539455
6.74,6.4,12.0,0.07,61.0,5172.0,1.0,38.7566309406818
6.8,6.4,45.1,0.14,170.0,1100.0,2.0,48.846124072331854
8.4,6.6,42.4,0.22,2.0,7.0,2.0,40.66842101460455
7.16,6.98,21.3,0.04,75.0,4611.0,1.0,46.98760570288124
7.3,6.0,73.0,0.04,200.0,0.0,2.0,39.91354143258349
8.81,6.44,3.0,0.1,20.0,657.0,1.0,27.587044425214685
4.97,6.35,11.22,0.1,52.0,3654.0,1.0,45.87212393956825
8.5,6.9,63.6,0.12,0.0,0.2,2.2,47.11287679566259
6.38,5.38,4.42,0.09,240.0,2602.0,1.0,26.17741414401859
5.75,5.99,9.0,0.1,110.0,3654.0,1.0,37.15410802009511
7.7,6.07,6.0,0.02,41.0,1054.0,1.0,27.049570572655508
7.1,6.7,20.9,0.11,50.0,50.0,2.0,49.71333456523977
9.0,6.82,18.0,0.05,74.0,2909.0,1.0,34.95992787303218
8.6,6.6,17.9,0.08,70.0,140.0,2.0,41.21980572144018
7.9,6.2,19.05,0.17,2.0,2.0,2.0,36.11931222972127
7.7,6.5,48.9,0.35,110.0,170.0,2.0,44.742154802772
7.6,6.57,15.0,0.15,10.0,4884.0,1.0,36.386960525609695
7.9,6.7,19.9,0.13,110.0,170.0,2.0,47.22092619028854
8.9,7.4,7.4,0.06,197.0,2098.0,1.0,48.04943182351777
7.0,6.52,50.9,0.02,80.0,230.0,2.0,47.77069787184148
6.43,6.1,6.0,0.1,52.0,7701.0,1.0,35.4033455657518
5.74,5.46,14.0,0.1,63.0,2143.0,2.0,35.48166944911213
5.95,5.69,3.95,0.7,249.0,4884.0,1.0,34.39756047905857
8.4,6.2,25.5,0.09,78.0,78.0,2.0,35.40525143258907
6.63,6.86,11.71,0.03,52.0,3448.0,1.0,46.68496201710388
5.72,6.13,12.0,0.1,256.0,24192.0,1.0,47.50523566516518
6.9,6.58,14.0,0.06,20.0,2419.0,1.0,39.59391908492062
5.34,6.28,14.41,0.1,20.0,4106.0,1.0,42.26964751062669
7.45,6.58,8.71,0.05,52.0,2909.0,1.0,37.76224998106373
7.1,6.51,60.3,0.49,50.0,300.0,2.0,46.52106036816604
7.1,6.9,22.15,0.12,350.0,1600.0,0.2,44.23441881303478
5.53,5.46,6.0,0.1,317.0,6131.0,1.0,34.14172826198757
8.27,5.74,9.0,0.1,754.0,24192.0,1.0,39.488311430135056
6.95,6.8,22.8,0.08,187.0,3784.0,1.0,47.17390369971614
6.81,6.37,17.5,0.06,233.0,4106.0,1.0,41.46977873269741
4.45,5.81,1.0,0.1,20.0,428.0,1.0,37.57662457222171
7.8,6.8,64.9,0.18,30.0,50.0,2.0,47.65617189936911
7.83,7.29,14.9,0.07,31.0,2187.0,1.0,47.6366701639393
7.4,6.6,29.2,0.07,110.0,140.0,2.0,47.87954549850353
5.8,5.87,213.0,0.02,10.0,10.0,1.0,31.847655821138655
7.7,6.8,61.7,0.3,59.0,71.0,2.0,48.79609720936512
5.18,5.86,114.0,0.1,109.0,4611.0,1.0,37.85281139491776
4.48,5.95,42.0,0.1,10.0,1585.0,1.0,39.9061076075497
4.03,5.6,2.0,0.2,63.0,1722.0,1.0,37.20134552410595
5.4,6.34,11.0,0.02,17.0,179.0,1.0,42.07747210007971
8.1,7.27,15.0,0.03,63.0,6867.0,1.0,47.730094139172024
7.0,7.0,110.0,0.099,30.0,1700.0,1.0,46.49049824919755
7.11,5.64,2.4,0.1,181.0,3609.0,1.0,26.096087508538783
3.99,5.31,28.0,0.1,226.0,2909.0,1.0,36.22497564836149
7.6,6.5,52.1,0.24,40.0,170.0,2.0,43.66281434995591
8.0,6.5,51.4,0.22,240.0,3000.0,2.0,46.788446446519465
5.1,5.26,5.05,0.02,85.0,12033.0,1.0,28.90195968535587
7.4,6.1,26.0,0.15,90.0,3500.0,2.0,39.510005525760604
7.9,6.8,62.23,0.28,5.0,0.016,1.1,38.65419145199492
8.5,6.6,34.9,0.24,50.0,170.0,2.0,41.286180091581734
6.1,5.48,0.1,0.1,369.0,12033.0,1.0,34.20223759834289
7.59,6.79,9.38,0.09,350.0,3076.0,1.0,47.370013748578735
6.5,6.2,56.7,0.05,280.0,350.0,2.0,49.079072011114135
7.0,6.08,7.48,0.09,10.0,24192.0,1.0,35.03324072779047
7.0456,6.05,5.96,0.09,278.0,4106.0,1.0,35.77864091695762
6.4,6.8,364.82,0.41,0.0,0.0,1.24,47.08040424851892
6.8,6.29,29.0,0.13,31.0,8164.0,2.0,45.419361089868936
6.4,6.57,17.0,0.04,20.0,223.0,1.0,41.33831182842582
6.91,6.03,3.0,0.1,31.0,563.0,1.0,29.83404051609543
7.7,6.6,17.3,0.11,50.0,170.0,2.0,45.116824825143354
6.73,6.3,6.63,0.1,41.0,2382.0,1.0,36.01108003555549
6.6,5.5,5.0,0.04,144.0,2382.0,1.0,25.023329198096707
6.32,6.33,8.0,0.2,41.0,5172.0,1.0,39.13294247730722
6.32,6.55,14.62,0.02,179.0,852.0,1.0,45.03124851178997
7.19,6.58,37.1,0.06,96.0,1850.0,1.0,39.759841444630034
7.23,6.81,19.88,0.1,146.0,2142.0,1.0,44.731231290674565
5.56,6.2,12.55,0.36,41.0,24196.0,1.0,44.761389488770725
8.3,6.8,36.5,0.1,30.0,170.0,2.0,45.2622336867081
6.8,6.4,17.3,0.07,20.0,1700.0,2.0,45.64555954894477
7.27,6.7,65.24,0.11,4.0,1100.0,1.29,41.83465954410938
7.29,6.69,14.43,0.09,160.0,2613.0,1.0,42.77148293533604
7.24,6.53,12.35,0.1,20.0,110.0,2.0,45.43548239058603
6.77,6.08,8.0,0.1,41.0,4611.0,1.0,32.493669615136504
6.27,5.44,5.19,0.42,602.0,8664.0,1.0,37.13698182012183
5.62,6.2,16.21,0.08,86.0,3654.0,1.0,40.8928017877946
5.91,6.33,13.0,0.1,110.0,3873.0,1.0,42.33512093226319
8.19,6.44,7.42,0.1,10.0,1119.0,1.0,30.45174034780709
7.2,6.3,49.6,0.44,130.0,3000.0,2.0,44.7550866736654
8.2,7.01,77.6,0.04,8.0,13.0,2.0,48.869244017532615
6.6,6.4,130.0,0.3,2.0,2.0,2.0,45.883705043451435
7.66,6.48,8.72,0.1,52.0,2142.0,2.0,43.70408932222928
7.1,6.34,19.0,0.1,98.0,4611.0,1.0,36.682766907933065
6.91,5.41,9.0,0.1,146.0,2755.0,2.0,30.95616791715999
7.2,6.3,88.1,0.11,110.0,1300.0,2.0,43.90872177935081
7.3,6.72,40.7,0.18,1.1,2.8,2.0,48.01770464390288
6.73,6.02,2.51,0.02,10.0,399.0,1.0,30.01655648133707
7.4,6.8,72.0,0.25,30.0,70.0,2.0,49.594192570940486
7.3,6.4,54.7,0.35,30.0,130.0,2.0,43.15282678641105
6.4,6.74,22.0,0.48,168.0,3873.0,1.0,48.42124900217677
7.7,6.6,8.1,0.08,130.0,500.0,2.0,46.95496375903212
7.44,6.45,8.9,0.1,52.0,1956.0,1.0,35.34854180781534
7.65,6.99,8.9,0.09,74.0,2359.0,1.0,44.28603484122034
6.5,6.4,50.6,0.11,50.0,130.0,2.0,47.41704359369534
7.2,5.33,15.0,0.17,41.0,6867.0,2.0,26.767724373271975
6.99,6.36,6.45,0.05,241.0,4352.0,1.0,40.65818440017966
8.4,7.1,51.8,0.15,2.0,800.0,2.0,49.51689114754702
6.7,6.71,35.0,0.02,41.0,1455.0,1.0,43.06420398581471
7.09,6.94,24.0,0.06,52.0,7701.0,1.0,46.80769986231717
8.8,6.6,19.1,0.19,50.0,140.0,2.0,39.82730010903384
7.6,6.35,91.0,0.09,84.0,1079.0,2.0,42.226363538029645
7.59,6.41,48.0,0.1,189.0,4352.0,1.0,37.50336311150913
6.3,6.01,48.9,0.31,60.0,500.0,2.0,41.93462980408566
8.3,6.9,50.7,0.23,4.0,17.0,2.0,46.406045625816844
7.61,6.78,19.51,0.1,52.0,1723.0,1.0,40.209308336673395
7.9,6.4,61.0,0.23,624.0,14136.0,1.0,47.64739265574149
7.58,6.93,14.81,0.06,30.0,1483.0,1.0,42.411809618890224
7.7,6.6,17.3,0.11,50.0,170.0,2.0,45.116824825143354
4.47,5.51,78.0,0.1,41.0,3873.0,1.0,33.517443047212396
9.1,7.0,51.06,0.26,0.0,0.2,0.2,28.27031573321282
7.17,6.31,5.79,0.07,41.0,1789.0,1.0,33.9331431466174
6.58,6.72,16.14,0.02,109.0,2495.0,1.0,45.545928202984626
6.6,6.22,9.0,0.08,309.0,10462.4,1.0,42.965407742158
5.86,6.29,4.39,0.02,259.0,7701.0,1.0,46.01529706825838
6.26,5.65,5.0,0.2,10.0,1565.0,1.0,26.13383234277717
7.52,6.74,9.71,0.1,110.0,2481.0,1.0,41.397144523445775
7.6,6.95,242.8,0.41,130.0,1300.0,2.0,53.77608608167952
7.3,7.4,42.5,0.18,500.0,2300.0,2.0,71.37010715489572
7.3,7.41,70.8,0.17,80.0,170.0,3.0,70.63486696808197
7.8,7.69,96.7,0.72,300.0,500.0,2.0,69.24480213542559
7.6,7.41,72.0,0.22,80.0,240.0,3.0,69.21280796961699
5.9,7.5,88.4,0.17,30.0,170.0,2.0,68.97757487587303
6.3,7.19,70.1,0.46,220.0,2200.0,2.0,66.35414631260993
6.9,7.26,11.7,0.03,300.0,1400.0,2.0,66.21604711276912
5.6,5.5,41.0,0.06,1300.0,5000.0,2.0,64.85852369536708
7.0,7.1,41.3,0.09,80.0,240.0,2.0,57.8455504651198
7.6,7.41,71.3,0.38,130.0,280.0,2.0,61.49338796974556
7.2,7.82,171.7,0.01,50.0,110.0,2.0,68.70790779596221
7.1,7.1,51.0,0.25,80.0,700.0,2.0,57.48588877401344
7.6,6.97,71.3,0.38,130.0,280.0,2.0,53.856266932948515
6.9,6.56,11.9,0.04,309.0,24192.0,1.0,50.45821061015911
7.1,6.9,70.8,0.99,800.0,1300.0,2.0,70.16631649779139
7.4,7.44,45.4,0.09,110.0,2400.0,2.0,62.9654192995784
6.9,7.6,77.0,0.28,110.0,170.0,2.0,67.68227279676715
7.2,7.46,120.7,0.43,50.0,50.0,2.0,62.48068946301458
5.5,7.4,61.5,0.13,50.0,700.0,2.0,69.71581090397196
7.8,7.7,83.1,0.09,30.0,70.0,2.0,63.276173924363334
8.0,7.0,41.6,0.03,130.0,500.0,2.0,52.45647040573674
7.0,6.7,78.1,0.32,90.0,220.0,2.0,51.152869629922186
7.5,7.0,43.1,0.27,80.0,500.0,2.0,53.78198289068553
6.5,7.2,41.4,0.05,50.0,900.0,2.0,61.46452835802458
