Dissolved oxygen,pH,Conductivity,Nitrate,Fecal coliform,Total coliform,Biological oxygen demand,WQI
7.5,5.72,4.0,0.02,12.0,461.0,1.0,1
5.8,6.43,4.9,0.02,187.0,1203.0,1.0,2
7.9,5.4,3.0,0.02,10.0,471.0,1.0,1
7.4,5.09,3.0,0.02,5.0,214.0,1.0,1
7.93,5.27,8.9,0.02,2.0,19.7,1.0,1
7.8,5.44,4.0,0.02,10.0,504.0,1.0,1
7.2,5.22,4.0,0.02,10.0,798.0,1.0,1
7.65,5.27,3.11,0.03,10.0,512.0,1.0,1
7.3,5.24,3.7,0.02,10.0,780.0,1.0,1
7.23,5.17,7.92,0.04,10.0,631.0,1.0,1
7.39,5.36,4.48,0.02,20.0,959.0,1.0,1
5.04,4.82,6.82,0.02,63.0,24196.0,1.0,1
7.85,3.62,2.58,0.09,10.0,663.0,1.0,1
6.19,5.2,5.61,0.1,31.0,663.0,1.0,1
7.09,5.3,3.64,0.09,10.0,471.0,2.0,1
7.04,5.19,5.77,0.1,10.0,1106.0,1.0,1
7.31,5.55,3.52,0.1,10.0,226.0,1.0,1
7.38,5.57,3.66,0.1,41.0,384.0,1.0,1
7.05,6.06,4.0,0.1,10.0,1880.0,2.0,2
6.46,5.15,5.0,0.1,10.0,596.0,1.0,1
6.85,4.83,13.0,0.1,74.0,1789.0,1.0,1
5.24,5.57,1.0,0.1,20.0,1793.0,1.0,2
4.3,5.34,10.0,0.1,63.0,3255.0,1.0,2
4.55,4.96,4.0,0.2,31.0,1789.0,1.0,1
8.4,7.56,15.0,0.02,30.0,1300.0,1.0,2
8.6,8.22,9.0,0.07,12.0,317.0,1.0,3
6.1,7.3,6.1,0.04,34.0,387.0,1.0,3
7.0,6.76,3.0,0.02,30.0,1597.0,1.0,2
7.3,6.25,3.0,0.02,15.0,461.0,1.0,2
8.65,5.51,6.65,0.03,1.0,109.2,1.0,1
8.2,7.85,3.0,0.02,10.0,754.0,1.0,3
7.8,5.49,2.4,0.02,20.0,794.0,1.0,1
8.13,5.39,3.03,0.03,41.0,1281.0,1.0,1
8.18,5.35,2.14,0.03,10.0,884.0,1.0,1
8.18,6.01,5.76,0.04,20.0,1376.0,1.0,1
8.05,5.79,2.5,0.02,41.0,5794.0,1.0,1
8.44,4.78,7.17,0.02,86.0,12997.0,1.0,1
7.26,5.47,4.92,0.02,30.0,1860.0,1.0,1
6.98,6.94,11.84,0.09,521.0,4360.0,1.0,3
8.51,5.36,2.32,0.1,52.0,640.0,1.0,1
31.5,5.21,3.91,0.1,96.0,2755.0,7.8,1
8.02,5.37,4.76,0.09,63.0,1354.0,2.0,1
8.5,5.39,4.39,0.1,20.0,426.0,1.0,1
8.35,5.71,2.26,0.1,10.0,5172.0,1.0,1
8.29,5.86,2.58,0.1,10.0,529.0,1.0,1
8.81,6.44,3.0,0.1,20.0,657.0,1.0,2
7.88,6.03,21.0,0.1,10.0,961.0,1.0,1
8.82,4.89,9.0,0.1,10.0,644.0,1.0,1
5.59,5.29,1.0,0.1,20.0,2613.0,1.0,1
4.9,6.9,28.0,0.1,41.0,1616.0,1.0,3
6.26,5.65,5.0,0.2,10.0,1565.0,1.0,2
7.2,5.82,7.0,0.02,144.0,2419.0,1.0,2
7.3,6.14,5.0,0.05,81.0,308.0,1.0,2
5.7,6.24,5.4,0.02,249.0,1120.0,1.0,2
7.1,5.23,5.0,0.02,199.0,2481.0,1.0,1
6.7,5.0,5.0,0.02,88.0,187.0,1.0,1
7.6,5.18,4.83,0.02,9.8,81.3,1.0,1
7.0,7.67,6.0,0.02,20.0,959.0,1.0,3
6.7,5.16,4.6,0.02,20.0,1313.0,1.0,1
6.9,5.09,4.45,0.02,156.0,1254.0,1.0,1
7.0,5.0,4.52,0.03,160.0,631.0,1.0,1
6.87,5.18,4.57,0.04,148.0,1017.0,1.0,1
6.87,4.98,4.58,0.02,41.0,6131.0,1.0,1
6.86,4.91,5.35,0.41,249.0,5794.0,1.0,1
6.12,5.07,4.41,0.02,74.0,1565.0,1.0,1
6.84,5.76,4.65,0.09,132.0,1187.0,1.0,2
6.43,5.15,5.23,0.1,185.0,3076.0,1.0,1
7.0,5.19,4.47,0.1,74.0,1106.0,1.0,1
6.67,5.14,4.62,0.09,148.0,1439.0,1.0,1
7.08,5.35,5.31,0.1,203.0,1050.0,1.0,1
8.4,5.13,6.72,0.1,216.0,1842.0,1.0,1
6.88,5.41,5.09,0.1,155.0,1106.0,1.0,1
6.69,5.93,5.0,0.1,107.0,6015.0,1.0,2
6.01,5.51,7.0,0.1,74.0,1576.0,1.0,2
8.35,4.73,12.0,0.1,98.0,2046.0,1.0,1
4.23,5.31,1.0,0.1,122.0,2063.0,1.0,2
3.99,5.31,28.0,0.1,226.0,2909.0,1.0,2
5.32,4.95,5.0,0.2,108.0,3076.0,1.0,1
6.7,5.6,5.0,0.02,25.0,1733.0,1.0,1
7.2,5.32,3.0,0.03,30.0,579.0,1.0,1
5.6,5.79,3.5,0.02,122.0,770.0,1.0,2
7.3,5.43,4.0,0.0298,20.0,496.0,1.0,1
7.2,4.9,4.0,0.02,26.0,291.0,1.0,1
7.17,5.18,8.39,0.03,1.0,209.8,1.0,1
7.1,5.14,4.8,0.04,31.0,2613.0,1.0,1
6.67,5.35,3.76,0.03,31.0,1046.0,1.0,1
6.64,5.14,3.81,0.03,20.0,2481.0,1.0,1
6.52,5.12,2.13,0.02,31.0,480.0,1.0,1
6.78,3.27,4.66,0.02,10.0,1234.0,1.0,1
6.19,5.48,3.57,0.02,20.0,1106.0,1.0,1
6.78,5.2,5.0,0.09,223.0,1178.0,1.0,1
7.61,5.4,2.5,0.1,10.0,226.0,1.0,1
7.11,5.64,2.4,0.1,181.0,3609.0,1.0,2
7.12,5.3,4.62,0.005,30.0,960.0,1.0,1
7.12,5.44,4.56,0.1,86.0,785.0,1.0,1
6.86,5.31,4.99,0.1,20.0,624.0,1.0,1
6.71,5.06,3.0,0.1,30.0,471.0,1.0,1
5.84,4.84,6.0,0.1,10.0,3448.0,1.0,1
6.78,4.9,13.0,0.1,41.0,1515.0,1.0,1
4.45,5.81,1.0,0.1,20.0,428.0,1.0,2
3.74,5.12,4.0,0.2,63.0,2098.0,1.0,2
8.5,7.82,5.0,0.04,2.0,1553.0,1.0,3
8.6,7.71,3.0,0.05,10.0,601.0,1.0,3
7.8,4.3,2.1,0.02,50.0,1300.0,1.0,1
8.2,5.66,3.0,0.02,199.0,7270.0,1.0,1
8.8,5.71,2.0,0.02,3.0,261.0,1.0,1
8.16,5.71,6.46,0.02,2.0,74.8,1.0,1
8.0,5.8,3.0,0.02,10.0,1872.0,1.0,1
8.0,5.03,2.8,0.02,10.0,1112.0,1.0,1
7.8,6.29,2.62,0.02,10.0,759.0,1.0,2
7.74,5.86,2.9,0.02,10.0,583.0,1.0,1
7.9,5.54,2.15,0.03,10.0,754.0,1.0,1
7.7,5.46,2.59,0.02,52.0,789.0,1.0,1
7.41,4.89,5.7,0.02,108.0,1918.0,1.0,1
6.73,6.02,2.51,0.02,10.0,399.0,1.0,2
7.12,5.73,2.85,0.09,41.0,907.0,1.0,1
7.28,5.44,3.0,0.1,10.0,120.0,1.0,1
7.11,5.73,3.42,0.1,52.0,1551.0,1.0,1
7.85,5.88,1.9,0.09,10.0,845.0,1.0,1
8.36,5.74,3.33,0.1,1.0,435.0,1.0,1
8.26,5.73,1.88,0.1,41.0,228.0,1.0,1
7.81,5.49,2.57,0.1,10.0,1650.0,1.0,1
8.75,5.7,2.0,0.1,20.0,1376.0,1.0,1
7.28,5.23,4.0,0.1,10.0,354.0,1.0,1
10.01,5.19,8.0,0.1,20.0,882.0,1.0,1
5.18,6.13,1.0,0.1,41.0,1355.0,1.0,2
4.48,5.95,42.0,0.1,10.0,1585.0,1.0,2
5.29,7.43,2.0,0.2,20.0,2247.0,1.0,3
8.3,5.82,4.0,0.02,13.0,1733.0,1.0,1
8.6,5.7,3.0,0.04,6.0,206.0,1.0,1
6.5,6.6,6.7,0.02,50.0,345.0,1.0,2
7.9,5.15,2.0,0.02,8.0,228.0,1.0,1
7.4,5.09,17.0,0.02,34.0,1300.0,1.0,1
6.5,5.05,3.0,0.03,9.0,488.0,1.0,1
6.8,4.55,2.6,0.02,79.0,345.0,1.0,1
7.6,4.81,3.0,0.02,9.0,131.0,1.0,1
7.66,5.73,5.55,0.02,1.0,88.4,1.0,1
8.3,5.67,4.0,0.02,10.0,473.0,1.0,1
7.86,5.41,2.32,0.03,10.0,591.0,1.0,1
7.38,5.64,2.12,0.03,10.0,288.0,1.0,1
7.63,5.88,2.67,0.02,10.0,422.0,1.0,1
7.32,4.95,7.15,0.02,20.0,252.0,1.0,1
6.73,6.02,2.51,0.02,20.0,169.0,1.0,2
6.38,5.38,4.42,0.09,240.0,2602.0,1.0,2
7.79,5.35,2.25,0.1,10.0,327.0,1.0,1
7.48,5.83,5.27,0.09,10.0,278.0,2.0,2
7.75,5.98,2.51,0.1,10.0,175.0,1.0,1
7.45,5.62,3.36,0.1,20.0,327.0,1.0,1
7.54,6.65,1.8,0.1,1.0,213.0,1.0,2
7.86,5.96,2.0,0.1,10.0,529.0,1.0,1
6.61,7.29,3.0,0.1,10.0,160.0,1.0,3
6.77,5.08,5.0,0.1,10.0,52.0,1.0,1
5.19,5.45,3.0,0.1,20.0,1134.0,2.0,2
5.1,7.48,15.0,0.2,41.0,1553.0,1.0,3
8.0,5.44,14.0,0.02,26.0,2419.0,1.0,1
8.2,5.62,4.0,0.03,4.0,21.0,1.0,1
7.5,5.5,3.1,0.02,116.0,435.0,1.0,1
8.1,6.77,2.0,0.0352,10.0,985.0,1.0,2
8.2,4.8,2.0,0.02,7.0,194.0,1.0,1
7.9,5.5,2.27,0.02,1.0,40.8,1.0,1
8.5,8.14,7.0,0.05,160.0,24196.0,1.0,3
6.9,6.56,11.9,0.04,309.0,24192.0,1.0,3
7.75,5.36,3.06,0.03,10.0,717.0,1.0,1
7.77,5.3,2.18,0.03,10.0,565.0,1.0,1
7.71,5.44,2.58,0.02,10.0,546.0,1.0,1
7.61,5.86,2.59,0.03,20.0,2481.0,1.0,1
7.48,4.84,6.02,0.02,63.0,93.0,1.0,1
7.15,5.58,2.45,0.02,10.0,697.0,1.0,1
6.83,5.25,6.17,0.09,63.0,1669.0,1.0,1
7.67,5.45,2.55,0.1,10.0,354.0,1.0,1
7.1,5.49,2.99,0.1,20.0,229.0,2.0,2
7.92,5.45,3.0,0.09,10.0,24192.0,3.0,2
8.63,5.74,3.38,0.1,10.0,1236.0,1.0,1
8.23,5.77,2.74,0.1,10.0,341.0,1.0,1
7.53,6.42,3.71,0.1,1.0,613.0,1.0,2
7.98,5.6,3.0,0.1,10.0,2894.0,1.0,1
6.67,5.21,2.0,0.1,30.0,663.0,1.0,1
9.61,4.91,9.0,0.1,10.0,833.0,1.0,1
5.08,5.74,1.0,0.1,20.0,554.0,1.0,2
5.35,5.25,3.0,0.2,31.0,1014.0,1.0,1
8.0,7.9,4.0,0.02,30.0,1300.0,1.0,3
7.7,7.9,4.0,0.06,110.0,2035.0,1.0,3
6.1,7.78,4.3,0.05,142.0,1203.0,1.0,3
7.9,5.77,4.0,0.0303,350.0,8704.0,1.0,2
7.6,3.0,3.0,0.02,31.0,2187.0,1.0,1
8.22,6.04,5.81,0.02,5.2,275.5,1.0,1
7.7,6.07,6.0,0.02,41.0,1054.0,1.0,2
6.7,5.82,8.5,0.04,74.0,3255.0,1.0,2
6.56,5.98,7.54,0.08,145.0,3076.0,1.0,2
7.17,6.31,5.79,0.07,41.0,1789.0,1.0,2
7.56,6.16,5.35,0.02,134.0,2282.0,1.0,2
5.58,5.82,9.52,0.4,249.0,24196.0,1.0,2
6.79,6.57,6.55,0.02,52.0,2613.0,1.0,2
6.95,5.53,3.25,0.09,10.0,7270.0,1.0,1
6.15,6.03,9.37,0.1,161.0,5172.0,1.0,2
6.73,6.3,6.63,0.1,41.0,2382.0,1.0,2
7.7,6.77,4.85,0.09,20.0,884.0,1.0,2
7.61,6.24,6.14,0.1,20.0,794.0,1.0,2
6.63,6.25,4.41,0.1,240.0,5172.0,1.0,2
7.21,6.78,6.6,0.1,10.0,1198.0,1.0,2
8.04,6.42,4.0,0.2,20.0,4106.0,1.0,2
6.91,6.03,3.0,0.1,31.0,563.0,1.0,2
6.91,5.41,9.0,0.1,146.0,2755.0,2.0,2
4.11,6.75,29.0,0.1,63.0,2613.0,1.0,3
4.65,6.31,1.0,0.1,10.0,1793.0,1.0,2
6.69,7.21,7.0,0.2,63.0,1968.0,1.0,3
9.1,7.08,31.0,0.03,181.0,5172.0,1.0,2
9.0,6.83,26.0,0.06,528.0,24196.0,1.0,2
6.8,6.29,29.0,0.13,31.0,8164.0,2.0,2
7.2,6.7,182.0,0.09,561.0,4374.0,1.0,3
7.9,6.4,61.0,0.23,624.0,14136.0,1.0,2
7.4,7.28,45.3,0.02,399.0,19862.0,1.0,3
6.08,6.57,33.0,0.02,97.0,5012.0,1.0,2
6.73,7.0,27.7,0.03,98.0,12033.0,1.0,3
8.34,6.85,27.4,0.06,31.0,3873.0,1.0,2
8.27,7.11,32.8,0.04,97.0,2382.0,1.0,2
6.96,6.81,23.7,0.06,175.0,6488.0,1.0,2
6.45,6.7,16.17,0.02,148.0,4884.0,1.0,2
6.92,6.33,18.11,0.37,738.0,17329.0,1.0,3
6.25,7.03,25.5,0.02,122.0,3255.0,1.0,3
7.56,8.29,132.8,0.09,20.0,8164.0,1.0,3
6.19,6.83,20.52,0.7,148.0,1793.0,1.0,3
6.61,6.92,20.98,0.1,425.0,8164.0,2.0,3
7.79,7.21,33.7,0.09,173.0,5475.0,1.0,3
7.48,7.47,98.1,0.1,155.0,12996.0,1.0,3
8.0,6.94,28.9,0.1,72.0,1624.0,1.0,2
7.45,7.0,39.8,0.1,52.0,3448.0,1.0,2
7.19,7.22,52.9,0.1,481.0,14136.0,2.0,3
7.59,6.41,48.0,0.1,189.0,4352.0,1.0,2
5.58,6.94,154.0,0.1,1553.0,24192.0,2.0,4
3.65,6.51,38.0,0.1,158.0,5099.0,2.0,3
6.3,6.7,52.0,0.1,345.0,17329.0,2.0,3
6.15,6.93,54.0,0.1,1296.0,24192.0,1.0,4
9.6,7.31,30.0,0.02,10.0,1187.0,1.0,2
7.9,6.78,20.0,0.09,97.0,5172.0,1.0,2
8.8,6.87,40.0,0.06,41.0,6488.0,1.0,2
6.7,6.71,35.0,0.02,41.0,1455.0,1.0,2
7.6,6.35,91.0,0.09,84.0,1079.0,2.0,2
7.2,6.53,56.0,0.57,41.0,3255.0,1.0,2
8.32,6.81,22.1,0.02,52.0,24196.0,1.0,2
8.19,7.08,54.4,0.05,31.0,505.0,1.0,2
7.05,6.63,34.0,0.03,63.0,3873.0,1.0,2
7.19,6.58,37.1,0.06,96.0,1850.0,1.0,2
8.3,7.0,26.7,0.08,41.0,2310.0,1.0,2
8.29,7.13,32.6,0.05,52.0,2723.0,1.0,2
6.95,6.8,22.8,0.08,187.0,3784.0,1.0,2
6.9,6.31,18.09,0.4,496.0,12997.0,1.0,2
6.56,7.18,23.2,0.02,122.0,5172.0,1.0,3
7.41,7.8,130.1,0.09,10.0,5475.0,1.0,3
6.23,6.91,20.56,0.2,201.0,4611.0,1.0,3
6.68,7.04,22.0,0.1,496.0,4569.0,1.0,3
7.87,7.45,35.5,0.09,160.0,4611.0,1.0,3
8.12,7.88,38.4,0.1,246.0,4352.0,1.0,3
8.13,7.21,29.1,0.1,63.0,2046.0,1.0,2
7.4,7.36,39.6,0.1,74.0,2755.0,1.0,3
7.92,7.4,22.4,0.1,143.0,3873.0,1.0,3
7.9,7.3,41.0,0.1,31.0,1723.0,2.0,3
6.76,6.77,28.0,0.1,108.0,9208.0,2.0,3
6.8,7.0,48.0,0.1,52.0,5794.0,2.0,3
3.8,6.77,60.0,0.1,41.0,3873.0,2.0,3
6.75,6.92,25.0,0.1,132.0,9208.0,1.0,3
7.71,6.47,8.35,0.02,1.0,118.7,1.0,2
8.1,6.49,9.0,0.02,10.0,1989.0,1.0,2
6.5,6.07,8.1,0.04,243.0,81640.0,1.0,3
6.62,6.23,7.92,0.11,121.0,4884.0,1.0,2
7.78,6.37,10.56,0.06,63.0,1722.0,1.0,2
7.45,6.58,8.71,0.05,52.0,2909.0,1.0,2
7.57,5.9,1.89,0.09,20.0,345.0,1.0,1
6.44,6.59,7.73,0.03,52.0,2613.0,1.0,2
7.34,6.61,7.75,0.1,41.0,1850.0,1.0,2
6.4,6.63,23.8,0.1,488.0,12033.0,1.0,3
7.65,6.99,8.9,0.09,74.0,2359.0,1.0,2
7.44,6.45,8.9,0.1,52.0,1956.0,1.0,2
7.57,6.82,7.99,0.1,52.0,988.0,1.0,2
7.38,6.62,9.92,0.1,41.0,1291.0,1.0,2
8.32,6.16,6.0,0.1,85.0,1664.0,1.0,2
7.41,7.06,15.0,0.1,10.0,882.0,1.0,2
6.56,5.86,12.0,0.1,146.0,2143.0,1.0,2
4.34,6.36,52.0,0.1,41.0,1421.0,1.0,2
4.38,6.56,8.0,0.1,20.0,3654.0,1.0,3
6.76,7.12,13.0,0.2,63.0,3654.0,1.0,3
8.11,6.49,19.67,0.03,3.1,135.4,1.0,2
7.1,6.03,6.0,0.03,52.0,2187.0,1.0,2
7.2,6.11,12.9,0.12,97.0,5794.0,1.0,2
6.05,6.1,9.56,0.12,171.0,9208.0,1.0,2
7.75,7.31,10.55,0.08,52.0,2481.0,1.0,2
6.61,6.16,7.5,0.03,97.0,3654.0,1.0,2
5.8,5.33,11.38,0.41,1414.0,24196.0,1.0,3
6.41,6.54,10.79,0.03,97.0,5794.0,1.0,2
7.39,6.15,5.5,0.09,41.0,1723.0,1.0,2
6.8,6.27,8.97,0.1,199.0,17329.0,1.0,2
7.66,6.48,8.72,0.1,52.0,2142.0,2.0,2
7.4,6.49,6.65,0.09,41.0,1664.0,1.0,2
8.19,6.44,7.42,0.1,10.0,1119.0,1.0,2
7.25,6.29,10.98,0.1,199.0,3076.0,1.0,2
7.21,6.56,10.31,0.1,52.0,1789.0,1.0,2
6.94,7.13,5.0,0.1,10.0,1043.0,1.0,2
8.51,6.31,8.0,0.1,134.0,9208.0,1.0,2
5.75,5.99,9.0,0.1,110.0,3654.0,1.0,2
4.57,6.95,19.0,0.1,63.0,2310.0,1.0,3
4.3,6.21,14.0,0.1,10.0,1850.0,1.0,2
6.32,6.33,8.0,0.2,41.0,5172.0,1.0,2
7.81,6.66,11.47,0.03,8.5,112.6,1.0,2
7.8,6.02,10.0,0.03,10.0,1723.0,1.0,2
6.6,6.22,9.0,0.08,309.0,10462.4,1.0,2
7.1,6.21,7.5,0.07,122.0,2014.0,1.0,2
5.09,6.51,8.54,0.04,86.0,1670.0,1.0,2
6.74,6.22,8.42,0.02,30.0,337.0,1.0,2
6.18,6.66,7.27,0.02,20.0,3076.0,1.0,2
7.59,6.74,8.77,0.09,73.0,1935.0,1.0,2
6.42,6.65,23.6,0.1,1281.0,6653.0,1.0,3
7.34,6.62,7.76,0.1,10.0,3654.0,1.0,2
7.77,6.9,8.9,0.09,85.0,3076.0,1.0,2
8.7,6.67,8.7,0.1,30.0,1565.0,1.0,2
7.21,6.47,10.94,0.1,413.0,3255.0,1.0,2
7.32,6.33,9.4,0.1,98.0,1935.0,1.0,2
6.74,659.0,8.0,0.1,134.0,1421.0,2.0,4
5.74,5.46,14.0,0.1,63.0,2143.0,2.0,2
4.95,6.57,8.0,0.1,31.0,1722.0,1.0,2
4.47,5.51,78.0,0.1,41.0,3873.0,1.0,2
6.16,6.54,14.0,0.2,41.0,5794.0,1.0,2
8.9,6.85,3.1,0.1,31.0,1515.0,1.0,2
6.6,5.5,5.0,0.04,144.0,2382.0,1.0,2
7.7,7.13,3.0,0.05,52.0,2187.0,2.0,3
7.2,3.87,6.0,0.02,98.0,1510.0,3.0,1
6.8,6.5,3.0,0.1,63.0,2613.0,1.0,2
7.3,6.32,6.0,0.11,31.0,1354.0,1.0,2
7.04,5.55,3.1,0.02,120.0,3654.0,1.0,1
6.9,5.72,8.1,0.02,216.0,805.0,1.0,2
7.0,5.6,3.0,0.02,10.0,1720.0,1.0,1
7.09,5.63,4.78,0.02,86.0,24192.0,1.0,2
5.9,5.42,4.69,0.08,52.0,1455.0,1.0,1
6.98,6.12,3.48,0.03,85.0,2247.0,1.0,2
6.79,5.62,7.5,0.08,110.0,2481.0,1.0,2
6.63,5.78,4.28,0.02,110.0,2142.0,1.0,2
6.27,5.44,5.19,0.42,602.0,8664.0,1.0,2
5.96,6.18,3.37,0.02,216.0,4106.0,1.0,2
6.39,5.89,4.45,0.09,41.0,5172.0,1.0,2
6.75,5.64,3.83,0.1,10.0,1439.0,2.0,2
5.95,5.69,3.95,0.7,249.0,4884.0,1.0,2
7.3,6.09,4.01,0.13,74.0,24192.0,2.0,2
6.67,5.96,4.57,0.1,86.0,2247.0,1.0,2
7.5,6.51,3.51,0.1,122.0,1722.0,1.0,2
6.86,6.7,3.68,0.1,84.0,1414.0,3.0,3
6.52,6.43,3.75,0.1,262.0,4884.0,1.0,2
5.5,6.84,7.0,0.1,74.0,3255.0,1.0,3
4.81,6.52,12.0,0.1,97.0,11199.0,2.0,3
3.88,6.33,6.0,0.1,195.0,3441.0,1.0,3
6.43,6.1,6.0,0.1,52.0,7701.0,1.0,2
5.53,5.46,6.0,0.1,317.0,6131.0,1.0,2
8.5,6.38,7.9,0.05,121.0,2755.0,1.0,2
8.8,6.02,8.0,0.02,1553.0,2419.0,1.0,3
7.3,6.37,8.0,0.11,148.0,3448.0,1.0,2
6.6,6.41,9.0,0.08,450.0,6653.0,3.0,3
9.8,5.67,6.0,0.05,272.0,6867.0,1.0,1
7.6,7.0,12.0,0.24,311.0,2648.0,1.0,3
7.19,6.03,7.7,0.02,1267.0,17329.0,1.0,3
7.27,6.01,11.4,0.02,862.0,12996.0,1.0,2
6.6,5.47,6.0,0.02,175.0,3654.0,1.0,2
6.91,5.75,6.84,0.04,7270.0,24192.0,1.0,4
6.6,6.07,4.58,0.02,275.0,5172.0,1.0,2
6.99,6.36,6.45,0.05,241.0,4352.0,1.0,2
6.49,6.27,5.53,0.05,228.0,2851.0,1.0,2
6.55,5.97,5.06,0.17,2098.0,10112.0,1.0,4
6.82,6.06,6.29,0.09,201.0,4352.0,1.0,2
5.88,6.11,4.55,0.02,332.0,7270.0,1.0,2
6.77,6.15,5.07,0.1,231.0,5794.0,2.0,2
6.02,6.02,5.7,0.1,6500.0,86640.0,1.0,4
7.33,6.26,5.5,0.09,134.0,5794.0,1.0,2
7.88,6.53,7.89,0.1,185.0,4352.0,1.0,2
6.33,6.4,10.5,0.1,960.0,10462.0,2.0,3
6.97,7.19,8.82,0.1,1081.0,17329.0,1.0,4
6.93,5.55,16.93,0.005,226.0,7270.0,1.0,2
5.91,6.33,13.0,0.1,110.0,3873.0,1.0,2
8.27,5.74,9.0,0.1,754.0,24192.0,1.0,2
5.18,5.86,114.0,0.1,109.0,4611.0,1.0,2
3.83,6.28,13.0,0.1,203.0,3873.0,2.0,3
6.23,6.28,3.0,0.1,683.0,11198.0,1.0,3
9.0,6.82,18.0,0.05,74.0,2909.0,1.0,2
8.6,6.75,21.0,0.07,488.0,2419.0,1.0,2
7.7,7.23,48.0,0.06,86.0,2310.0,1.0,2
6.9,6.03,18.0,0.11,63.0,1372.0,2.0,2
7.1,6.34,19.0,0.1,98.0,4611.0,1.0,2
7.2,6.85,26.0,0.35,171.0,9208.0,1.0,2
7.46,6.57,15.0,0.05,86.0,24196.0,1.0,2
7.4,6.74,22.9,0.05,85.0,5172.0,1.0,2
6.6,6.66,22.0,0.02,455.0,1872.0,1.0,3
7.01,6.57,48.9,0.05,369.0,7270.0,1.0,2
6.82,6.52,16.8,0.05,52.0,3654.0,1.0,2
7.16,6.98,21.3,0.04,75.0,4611.0,1.0,2
7.09,6.94,24.0,0.06,52.0,7701.0,1.0,2
6.58,6.72,16.14,0.02,109.0,2495.0,1.0,2
7.03,6.47,17.96,0.35,798.0,24196.0,1.0,3
6.53,7.19,24.8,0.02,148.0,5475.0,1.0,3
6.72,7.11,19.41,0.09,860.0,6867.0,1.0,3
6.22,6.9,20.6,0.1,185.0,3873.0,1.0,3
6.81,7.06,22.0,0.1,364.0,5794.0,2.0,3
7.13,6.16,6.93,0.09,226.0,8164.0,1.0,2
8.03,6.87,23.2,0.1,108.0,3873.0,1.0,2
7.48,6.75,22.0,0.1,20.0,3873.0,1.0,2
7.45,7.16,39.5,0.1,314.0,7701.0,1.0,3
7.23,6.81,19.88,0.1,146.0,2142.0,1.0,2
5.51,6.45,24.0,0.1,122.0,4352.0,2.0,3
6.68,6.65,73.0,0.1,97.0,7701.0,1.0,2
6.34,6.59,30.0,0.1,20.0,1935.0,1.0,2
3.5,6.61,42.0,0.1,63.0,3436.0,2.0,3
6.29,6.52,16.0,0.1,85.0,15531.0,1.0,2
